station_id,pref,station_name,temp,lat,lon
33921,岩手県,千厩（センマヤ）,12.9,38.92166666666667,141.33
34012,宮城県,駒ノ湯（コマノユ）,8.3,38.913333333333334,140.82833333333335
34026,宮城県,気仙沼（ケセンヌマ）,12.1,38.906666666666666,141.55666666666667
34096,宮城県,川渡（カワタビ）,12.6,38.74333333333333,140.76
34111,宮城県,築館（ツキダテ）,14.6,38.735,141.005
34171,宮城県,米山（ヨネヤマ）,14.8,38.625,141.18666666666667
34186,宮城県,志津川（シヅガワ）,13.0,38.681666666666665,141.44833333333332
34216,宮城県,古川（フルカワ）,13.0,38.598333333333336,140.91166666666666
34266,宮城県,大衡（オオヒラ）,13.0,38.473333333333336,140.88833333333332
34276,宮城県,鹿島台（カシマダイ）,13.4,38.46,141.09166666666667
34292,宮城県,石巻（イシノマキ）,13.0,38.42666666666667,141.29833333333335
34296,宮城県,女川（オナガワ）,12.0,38.446666666666665,141.45
34311,宮城県,新川（ニッカワ）,10.6,38.303333333333335,140.63666666666666
34331,宮城県,塩釜（シオガマ）,12.5,38.33833333333333,141.01333333333332
34392,宮城県,仙台（センダイ）,14.5,38.26166666666666,140.89666666666668
34436,宮城県,名取（ナトリ）,12.4,38.138333333333335,140.91666666666666
34461,宮城県,白石（シロイシ）,14.7,38.015,140.61166666666668
34462,宮城県,蔵王（ザオウ）,14.2,38.126666666666665,140.68
34471,宮城県,亘理（ワタリ）,12.5,38.025,140.85833333333332
34506,宮城県,丸森（マルモリ）,15.2,37.931666666666665,140.77833333333334
35002,山形県,飛島（トビシマ）,10.2,39.18333333333333,139.54333333333332
35052,山形県,酒田（サカタ）,9.1,38.90833333333333,139.84333333333333
35071,山形県,差首鍋（サスナベ）,8.6,38.91833333333334,140.2
35086,山形県,浜中（ハマナカ）,9.3,38.81166666666667,139.78666666666666
35116,山形県,金山（カネヤマ）,7.5,38.87833333333333,140.33166666666668
35141,山形県,鶴岡（ツルオカ）,9.8,38.735,139.82833333333335
35146,山形県,狩川（カリカワ）,9.8,38.8,139.97333333333333
35162,山形県,新庄（シンジョウ）,9.2,38.75666666666667,140.31166666666667
35176,山形県,向町（ムカイマチ）,9.1,38.75833333333333,140.51666666666668
35216,山形県,肘折（ヒジオリ）,7.2,38.60666666666667,140.16333333333333
35231,山形県,尾花沢（オバナザワ）,7.7,38.608333333333334,140.41166666666666
35246,山形県,鼠ケ関（ネズガセキ）,8.6,38.56666666666667,139.55166666666668
35332,山形県,村山（ムラヤマ）,12.1,38.46,140.34833333333333
35334,山形県,東根（ヒガシネ）,11.3,38.41166666666667,140.37
35361,山形県,大井沢（オオイサワ）,6.8,38.39,139.99333333333334
35376,山形県,左沢（アテラザワ）,12.0,38.37,140.19166666666666
35426,山形県,山形（ヤマガタ）,11.8,38.255,140.345
35456,山形県,長井（ナガイ）,10.0,38.105,140.015
35486,山形県,小国（オグニ）,7.4,38.07833333333333,139.735
35511,山形県,高畠（タカハタ）,10.5,38.00333333333333,140.20666666666668
35541,山形県,高峰（タカミネ）,7.6,37.99,139.95333333333335
35552,山形県,米沢（ヨネザワ）,10.4,37.91166666666667,140.14333333333335
36056,福島県,茂庭（モニワ）,10.4,37.891666666666666,140.43666666666667
36066,福島県,梁川（ヤナガワ）,13.5,37.85166666666667,140.58833333333334
36106,福島県,桧原（ヒバラ）,5.5,37.721666666666664,140.05833333333334
36127,福島県,福島（フクシマ）,13.0,37.75833333333333,140.47
36127,福島県,福島（フクシマ）,13.0,37.76833333333333,140.435
36151,福島県,相馬（ソウマ）,12.1,37.78333333333333,140.925
36176,福島県,喜多方（キタカタ）,10.7,37.65833333333333,139.86333333333334
36196,福島県,鷲倉（ワシクラ）,2.8,37.66833333333334,140.26
36221,福島県,飯舘（イイタテ）,10.4,37.665,140.72666666666666
36251,福島県,西会津（ニシアイヅ）,9.9,37.58833333333333,139.65666666666667
36276,福島県,猪苗代（イナワシロ）,7.7,37.55166666666667,140.10833333333332
36291,福島県,二本松（ニホンマツ）,11.9,37.583333333333336,140.43
36342,福島県,金山（カネヤマ）,7.9,37.473333333333336,139.52833333333334
